 run t     E0   PHMS  THHMS  PSHMS THSHMS  BCM4A livetm tkeffe tkeffp cutcut  ratee  ratep eleccleane eleccleanp  BCM1 Livtim2  pscef  hscef elreal   
7646 2 10.214 -5.714 17.650  2.244 19.930 64.438 98.540  0.967  0.972 20.030    2475  360441   4905870  14798118  63.53 17.737  0.987  0.460  144.4
7647 2 10.214 -5.714 17.650  2.244 19.930 67.049 98.760  0.963  0.972 19.983    2475  360285   5108852  15438353  66.18 18.530  0.988  0.460  151.2
7648 2 10.214 -5.714 17.650  2.244 19.930 71.437 98.780  0.964  0.973 20.133    2491  362608   5451618  16478829  70.68 19.562  0.988  0.460  159.3
7649 2 10.214 -5.714 17.650  2.244 19.930 66.216 98.660  0.961  0.972 20.027    2476  360580   5041490  15329700  65.34 18.433  0.988  0.460  150.8
7650 2 10.214 -5.714 17.650  2.244 19.930 69.878 98.690  0.963  0.972 20.124    2491  362344   5331517  16207410  69.07 19.143  0.988  0.460  156.8
7651 2 10.214 -5.714 17.650  2.244 19.930 77.489 98.520  0.961  0.970 23.008    2853  412392   5895077  19149609  76.58 21.153  0.986  0.460  173.4
7652 2 10.214 -5.714 17.650  2.244 19.930 79.831 98.360  0.961  0.968 24.002    2982  429795   6081233  20125772  79.04 22.338  0.985  0.460  182.8
7654 3 10.214 -5.714 17.650  2.244 19.930130.086 99.530  0.984  0.987 40.299     915  122121   1843080   3258413 128.68 36.143  0.996  0.460   45.2
7655 3 10.214 -5.714 17.650  2.244 19.930113.689 99.530  0.979  0.987 39.941     906  120841   1613138   2853853 112.68 34.984  0.996  0.460   43.8
7657 3 10.214 -5.714 17.650  1.793 19.930125.951 99.180  0.974  0.981 40.133     909  235273   1786286   5392165 124.76 35.138  0.993  0.368   72.9
7658 3 10.214 -5.714 17.650  1.793 19.930127.639 99.170  0.967  0.982 39.954     907  234614   1812997   5420244 126.41 34.346  0.993  0.368   70.9
7659 3 10.214 -5.714 17.650  1.793 19.930 29.413 99.410  0.983  0.980 38.963     885  228824    418396   1243527  28.90 24.942  0.996  0.368   51.7
7660 3 10.214 -5.714 17.650  1.793 19.930 59.772 99.100  0.975  0.980 40.862     927  240272    845255   2545030  59.28 39.711  0.991  0.368   81.9
7661 2 10.214 -5.714 17.650  1.793 19.930 48.641 98.200  0.960  0.968 13.715    1693  496148   3738603  17900520  48.19 13.356  0.982  0.368  189.4
7662 2 10.214 -5.714 17.650  1.793 19.930 47.684 98.500  0.957  0.967 13.674    1687  494146   3659010  17479010  47.17 13.121  0.986  0.368  186.1
7663 2 10.214 -5.714 17.650  1.793 19.930 50.261 98.380  0.961  0.968 13.705    1695  495851   3870065  18437656  49.80 13.598  0.984  0.368  192.6
7666 2 10.214 -5.714 17.650  1.793 19.930 19.822 98.410  0.960  0.967 13.647    1681  492245   1501362   7178095  19.24 10.072  0.988  0.368  143.8
7667 2 10.214 -5.714 17.650  1.793 19.930 27.754 98.290  0.961  0.968 13.661    1682  492514   2113999  10178643  27.15 11.190  0.986  0.368  160.2
7668 2 10.214 -5.714 17.650  1.793 19.930 45.970 98.530  0.955  0.968 13.205    1631  478346   3525517  16746500  45.38 12.689  0.986  0.368  181.4
7669 2 10.214 -5.714 17.650  1.793 19.930 47.008 98.410  0.957  0.969 13.211    1638  480188   3596410  17114144  46.25 12.055  0.985  0.368  172.9
7670 2 10.214 -5.714 17.650  1.793 19.930 43.768 98.420  0.958  0.968 13.246    1637  480004   3346827  16004513  43.05 12.071  0.986  0.368  173.5
7671 2 10.214 -4.334 20.240 -3.507 13.810153.727 97.710  0.958  0.954 49.881    6822  426507  10571308 209266938 151.68 42.195  0.981  0.563  241.5
7672 2 10.214 -4.334 20.240 -3.507 13.810180.006 97.630  0.958  0.953 51.034    6977  435883  12399426 245757990 178.01 49.599  0.977  0.563  283.8
7673 3 10.214 -4.334 20.240 -3.507 13.810130.894 99.650  0.983  0.979 40.074    1042   50640   1720801  30956734 129.45 36.825  0.997  0.563   31.3
7674 3 10.214 -4.334 20.240 -3.507 13.810 60.911 99.730  0.983  0.980 40.273    1048   50958    801618  14392376  60.08 33.249  0.998  0.563   28.4
7675 3 10.214 -4.334 20.240 -2.922 13.810111.417 99.510  0.982  0.981 40.323    1048   88745   1463142  27069263 110.13 36.029  0.996  0.469   51.5
7676 3 10.214 -4.334 20.240 -2.922 13.810133.405 99.530  0.983  0.982 40.370    1050   88884   1752732  32448329 131.91 36.752  0.996  0.469   52.6
7677 3 10.214 -4.334 20.240 -2.922 13.810 57.950 99.560  0.984  0.984 40.686    1057   89559    761413  14113838  57.38 38.763  0.996  0.469   55.5
7679 2 10.214 -4.334 20.240 -2.922 13.810111.313 97.870  0.954  0.952 32.699    4439  513004   7715013 167643193 110.16 30.495  0.980  0.469  314.0
7680 2 10.214 -4.334 20.240 -2.922 13.810102.212 97.890  0.955  0.953 31.852    4321  500052   7085649 155565138 101.06 28.528  0.981  0.469  294.4
7681 2 10.214 -4.334 20.240 -2.922 13.810105.871 97.800  0.956  0.954 31.248    4241  491282   7341293 161625291 104.78 29.340  0.979  0.469  303.8
7682 2 10.214 -4.334 20.240 -2.922 13.810106.140 97.840  0.955  0.953 31.422    4262  493877   7359859 161674290 105.00 28.732  0.980  0.469  297.6
7684 2 10.214 -4.334 20.240 -2.336 13.810 57.396 97.920  0.951  0.955 17.241    2342  518833   4021107  95675170  56.69 15.607  0.981  0.375  296.6
7685 2 10.214 -4.334 20.240 -2.336 13.810 56.631 98.070  0.952  0.956 16.986    2306  511369   3964142  93626485  55.96 15.550  0.982  0.375  296.0
7686 2 10.214 -4.334 20.240 -2.336 13.810 56.327 98.060  0.952  0.956 17.009    2304  511454   3939597 -93318157  55.62 15.408  0.982  0.375  294.1
7687 2 10.214 -4.334 20.240 -2.336 13.810 59.504 98.200  0.952  0.955 17.043    2308  512033   4169088  98820482  58.84 15.867  0.983  0.375  303.6
7688 2 10.214 -4.334 20.240 -2.336 13.810 48.392 98.180  0.953  0.956 17.012    2310  511940   3372386  79957666  47.41 13.271  0.986  0.375  255.0
7689 2 10.214 -4.334 20.240 -2.336 13.810 69.135 98.120  0.950  0.955 17.229    2339  518667   4835850 115255307  68.18 15.435  0.983  0.375  297.0
7690 2 10.214 -4.334 20.240 -2.336 13.810 25.374 97.990  0.950  0.955 17.150    2323  515441   1755457  41684239  24.65 11.838  0.986  0.375  228.2
7692 2 10.214 -4.334 20.240 -2.336 13.810 30.052 98.220  0.954  0.955 17.034    2311  512306   2105060  50565385  29.70 16.089  0.983  0.375  310.3
7694 3 10.214 -4.334 20.240 -2.336 13.810190.573 99.310  0.973  0.978 40.546    1052  163408   2502932  50122113 188.58 38.785  0.993  0.375   98.7
7695 3 10.214 -4.334 20.240 -2.336 13.810130.370 99.350  0.971  0.978 40.446    1053  163480   1716673  34327699 128.68 34.718  0.994  0.375   88.6
7697 3 10.214 -4.334 20.240  3.507 13.810 65.149 99.520  0.983  0.982 40.697    1061   92557    856069   2423922  64.36 36.304  0.996  0.563   47.1
7698 3 10.214 -4.334 20.240  3.507 13.810 76.498 99.600  0.984  0.985 40.656    1058   92302   1004940   2844752  75.68 39.327  0.996  0.563   50.9
7699 2 10.214 -4.334 20.240  3.507 13.810108.052 98.000  0.960  0.959 30.763    4175  453669   7488650  49026303 106.71 29.275  0.981  0.563  259.1
7702 2 10.214 -4.334 20.240  3.507 13.810104.606 97.940  0.959  0.958 30.865    4187  455119   7261968  47062868 103.55 29.894  0.980  0.563  265.0
7703 2 10.214 -4.334 20.240  3.507 13.810 15.454 97.920  0.960  0.958 30.863    4173  453599   1073454   6964189  15.30 29.861  0.980  0.563  264.8
7706 2 10.214 -4.334 20.240  2.922 13.810 61.972 98.100  0.959  0.958 17.416    2364  497608   4338240  39528527  61.31 17.039  0.981  0.469  282.9
7707 2 10.214 -4.334 20.240  2.922 13.810 54.151 98.090  0.959  0.958 17.290    2346  493723   3779075  34807888  53.29 15.057  0.983  0.469  250.8
7708 2 10.214 -4.334 20.240  2.922 13.810 57.418 98.040  0.959  0.958 17.435    2364  497330   4015904  37023118  56.69 16.085  0.982  0.469  267.8
7709 2 10.214 -4.334 20.240  2.922 13.810 59.978 98.060  0.959  0.959 17.385    2355  495601   4199500  38767174  59.30 16.354  0.982  0.469  272.6
7710 2 10.214 -4.334 20.240  2.922 13.810 30.368 98.190  0.960  0.959 17.411    2356  495958   2124146  19619040  30.03 16.515  0.983  0.469  275.4
7712 3 10.214 -4.334 20.240  2.922 13.810 58.801 99.290  0.982  0.980 40.138    1044  172003    774258   3718293  57.95 29.851  0.995  0.469   71.3
7714 3 10.214 -4.334 20.240  2.336 13.810 39.747 98.760  0.967  0.972 39.878    1034  314721    524203   4304425  39.34 36.382  0.989  0.375  148.8
7715 3 10.214 -4.334 20.240  2.336 13.810101.968 98.670  0.970  0.973 40.227    1046  318495   1343627  10852138 101.09 38.320  0.987  0.375  154.9
7716 2 10.214 -4.334 20.240  2.336 13.810 32.351 98.370  0.958  0.962  8.943    1224  485309   2289481  27899749  31.71  7.855  0.986  0.375  229.7
7717 2 10.214 -4.334 20.240  2.336 13.810 34.017 98.380  0.958  0.962  8.921    1220  484146   2418549  29498134  33.64  8.687  0.984  0.375  253.4
7718 2 10.214 -4.334 20.240  2.336 13.810 37.969 98.430  0.959  0.962  8.903    1218  483228   2689464  32873057  37.34  8.205  0.985  0.375  240.6
7719 2 10.214 -4.334 20.240  2.336 13.810 30.940 98.400  0.959  0.962  8.934    1217  483335   2189291  26819005  30.44  8.209  0.985  0.375  240.8
7720 2 10.214 -4.334 20.240  2.336 13.810 31.840 98.410  0.958  0.962  8.959    1224  485687   2263777  27769539  31.47  8.650  0.985  0.375  253.9
7721 2 10.214 -4.334 20.240  2.336 13.810 35.414 98.220  0.958  0.962  9.076    1240  492019   2511133  30996664  34.95  8.610  0.983  0.375  252.7
7722 2 10.214 -4.334 20.240  2.336 13.810 31.062 98.370  0.961  0.961  9.143    1249  495230   2193999  27201834  30.49  8.151  0.985  0.375  239.5
7723 1 10.214 -5.240 18.510 -4.443 17.750108.123 99.380  0.970  0.962 51.053    3387   20843   4564250  13968687 107.01 48.854  0.994  0.836   11.8
7724 2 10.214 -5.240 18.510 -4.443 17.750104.158 99.260  0.969  0.960 50.599    6164   45211   7494233  24683386 102.89 42.861  0.994  0.836   22.1
7725 3 10.214 -5.240 18.510 -4.443 17.750 52.901 99.850  0.985  0.979 40.738     907    6032    718825   2462829  52.43 39.103  0.999  0.836    3.6
7727 3 10.214 -5.240 18.510 -3.208 17.750145.682 99.820  0.988  0.987 41.055     913   20491   1978696   9945344 144.45 39.272  0.998  0.603   12.6
7728 3 10.214 -5.240 18.510 -3.208 17.750 98.002 99.820  0.988  0.985 40.035     891   20022   1330101   6683829  96.95 35.101  0.998  0.603   11.2
7730 1 10.214 -5.240 18.510 -3.208 17.750159.878 99.230  0.983  0.980 50.652    3364   68988   6733950  29601199 157.90 44.374  0.993  0.603   38.7
7733 1 10.214 -5.240 18.510 -3.208 17.750121.346 99.220  0.982  0.979 49.136    3265   66995   5105018  22423141 119.65 40.596  0.994  0.603   35.4
7735 2 10.214 -5.240 18.510 -3.208 17.750157.207 98.820  0.976  0.973 49.747    6063  161438  11292909  59237949 155.08 42.298  0.990  0.603   88.4
7736 2 10.214 -5.240 18.510 -3.208 17.750179.992 98.890  0.976  0.973 50.520    6162  163959  12949184  67736169 177.92 49.315  0.989  0.603  102.9
7737 2 10.214 -5.240 18.510 -2.713 17.750146.958 98.420  0.965  0.966 49.663    6065  315197  10552853  70513698 144.74 38.183  0.988  0.510  156.2
7738 2 10.214 -5.240 18.510 -2.713 17.750156.885 98.310  0.965  0.965 50.212    6131  318407  11280903  75478386 154.89 42.903  0.986  0.510  175.4
7740 2 10.214 -5.240 18.510 -2.713 17.750183.024 98.350  0.964  0.966 49.798    6086  316195  13174940  87989562 180.84 42.809  0.986  0.510  175.1
7741 1 10.214 -5.240 18.510 -2.713 17.750163.014 99.000  0.976  0.979 49.703    3295  132185   6887161  35334813 161.25 43.358  0.991  0.510   73.3
7743 1 10.214 -5.240 18.510 -2.713 17.750139.887 99.030  0.873  0.855 50.635    3368  135055   5920521  30468209 138.68 48.114  0.991  0.510   81.3
7747 3 10.214 -5.240 18.510 -2.713 17.750 66.957 99.800  0.984  0.985 39.421     875   36737    914551   5070797  64.89 16.566  0.999  0.510    9.8
7748 3 10.214 -5.240 18.510 -2.713 17.750155.034 99.730  0.982  0.985 39.933     888   37288   2099924  11886230 153.16 37.705  0.997  0.510   22.2
7749 3 10.214 -5.240 18.510 -2.713 17.750 48.073 99.750  0.984  0.986 40.084     892   37365    652925   3676268  47.32 31.925  0.998  0.510   18.8
7750 3 10.214 -5.240 18.510 -2.219 17.750 42.914 99.700  0.980  0.987 39.362     880   71294    584734   3810766  42.27 29.840  0.998  0.417   33.1
7751 3 10.214 -5.240 18.510 -2.219 17.750139.768 99.700  0.977  0.986 39.946     888   71994   1904306  12444926 138.54 36.741  0.997  0.417   40.5
7752 3 10.214 -5.240 18.510 -2.219 17.750161.266 99.680  0.979  0.988 40.139     892   72294   2196184  14367634 159.89 36.798  0.997  0.417   40.4
7753 1 10.214 -5.240 18.510 -2.219 17.750 47.587 98.470  0.962  0.972 50.155    3343  274954   2013029  13574568  47.12 48.638  0.985  0.417  166.5
7754 1 10.214 -5.240 18.510 -2.219 17.750177.708 98.580  0.964  0.972 50.444    3350  275820   7519252  50376147 176.25 47.911  0.987  0.417  162.9
7755 1 10.214 -5.240 18.510 -2.219 17.750 89.765 98.730  0.960  0.971 49.448    3285  270543   3785503  25258582  88.69 42.060  0.989  0.417  143.5
7757 2 10.214 -5.240 18.510 -2.219 17.750143.276 98.030  0.949  0.958 37.553    4537  481267  10394053  91513998 142.13 35.942  0.981  0.417  288.3
7758 2 10.214 -5.240 18.510 -2.219 17.750179.589 98.090  0.950  0.958 37.491    4527  480294  13016566 114262840 177.99 34.868  0.982  0.417  280.0
7759 2 10.214 -5.240 18.510 -2.219 17.750139.111 97.940  0.950  0.958 37.490    4527  480293  10105901  88825002 138.24 36.798  0.980  0.417  295.9
7760 2 10.214 -5.240 18.510  4.443 17.750111.502 99.140  0.970  0.975 50.245    6129   56625   8062291   3703620 110.48 45.949  0.992  0.836   24.2
7762 3 10.214 -5.240 18.510  4.443 17.750 50.514 99.820  0.989  0.990 39.989     890    8335    689581    223117  50.08 33.468  0.999  0.836    3.4
7763 1 10.214 -5.240 18.510  4.443 17.750100.262 99.480  0.982  0.983 49.941    3331   27582   4240203   1495334  98.96 38.031  0.996  0.836    9.8
7765 1 10.214 -5.240 18.510  3.208 17.750 64.777 99.550  0.985  0.986 20.305    1329   69168   2788574   3285740  64.31 20.043  0.996  0.603   36.5
7766 1 10.214 -5.240 18.510  3.208 17.750 57.488 99.550  0.987  0.988 19.947    1306   67916   2480927   2907980  57.13 19.217  0.996  0.603   34.9
7768 2 10.214 -5.240 18.510  3.208 17.750 64.986 99.430  0.982  0.983 17.799    2127  120003   4771687   7311434  64.41 16.987  0.995  0.603   61.9
7769 2 10.214 -5.240 18.510  3.208 17.750 43.734 99.440  0.984  0.983 17.465    2087  117705   3187887   4870047  42.86 13.535  0.996  0.603   49.4
7770 2 10.214 -5.240 18.510  3.208 17.750 30.404 99.310  0.983  0.983 17.663    2114  119244   2230577   3399924  30.08 15.714  0.994  0.603   57.1
7771 2 10.214 -5.240 18.510  3.208 17.750 34.328 99.320  0.982  0.983 17.555    2103  118630   2518820   3798569  33.94 15.158  0.994  0.603   55.3
7772 3 10.214 -5.240 18.510  3.208 17.750124.975 99.820  0.988  0.990 38.558     858   44253   1701596   1754449 123.76 35.438  0.998  0.603   21.0
7773 3 10.214 -5.240 18.510  2.713 17.750116.102 99.660  0.983  0.985 39.152     870   90701   1581096   2869238 114.96 35.065  0.997  0.510   40.4
7774 3 10.214 -5.240 18.510  2.713 17.750 68.187 99.590  0.981  0.986 37.633     842   87677    931325   1676157  66.90 23.963  0.997  0.510   27.7
7775 2 10.214 -5.240 18.510  2.713 17.750 82.720 98.710  0.969  0.972 23.063    2763  323717   6050812  20379476  82.05 22.613  0.987  0.510  167.7
7776 2 10.214 -5.240 18.510  2.713 17.750 74.350 98.700  0.968  0.971 22.954    2752  322622   5429029  18233977  73.55 20.455  0.988  0.510  151.9
7777 2 10.214 -5.240 18.510  2.713 17.750 85.401 98.690  0.969  0.972 23.059    2764  323915   6250670  20968190  84.81 22.456  0.987  0.510  166.6
7778 1 10.214 -5.240 18.510  2.713 17.750 66.835 99.410  0.982  0.983 19.869    1301  144087   2873803   6423503  66.09 17.975  0.995  0.510   67.9
7779 1 10.214 -5.240 18.510  2.713 17.750 65.223 99.310  0.981  0.983 20.030    1313  145430   2797232   6287176  64.31 17.417  0.994  0.510   66.0
7781 1 10.214 -5.240 18.510  2.219 17.750 59.056 99.010  0.967  0.975 19.055    1250  285130   2537822  10578648  58.22 16.135  0.992  0.417  116.2
7782 1 10.214 -5.240 18.510  2.219 17.750 76.474 98.980  0.963  0.975 19.082    1249  284982   3298861  13744815  75.86 18.619  0.990  0.417  133.7
7783 2 10.214 -5.240 18.510  2.219 17.750 55.860 98.270  0.956  0.964 17.051    2040  486726   4101428  23516808  55.24 15.392  0.984  0.417  214.9
7784 2 10.214 -5.240 18.510  2.219 17.750 58.775 98.240  0.956  0.964 17.056    2045  487659   4314190  24771974  58.18 15.913  0.984  0.417  222.1
7785 2 10.214 -5.240 18.510  2.219 17.750 61.138 98.280  0.960  0.964 17.132    2048  488361   4485860  25874428  60.50 16.218  0.984  0.417  227.0
7786 2 10.214 -5.240 18.510  2.219 17.750 57.187 98.190  0.958  0.963 17.142    2048  488409   4187316  24237799  56.46 14.966  0.984  0.417  210.1
7787 2 10.214 -5.240 18.510  2.219 17.750 37.936 98.090  0.960  0.964 17.175    2053  489487   2773529  16089132  37.40 14.575  0.984  0.417  204.6
7790 3 10.214 -5.240 18.510  2.219 17.750 88.834 99.380  0.970  0.982 39.685     884  180963   1210884   3881095  87.40 26.595  0.996  0.417   54.7
7793 3 10.214 -4.863 19.100 -3.454 15.940104.048 99.750  0.988  0.985 40.486     980   26857   1492989  12075017 103.14 38.125  0.998  0.606   16.7
7794 3 10.214 -4.863 19.100 -3.454 15.940102.175 99.790  0.986  0.982 40.479     982   26879   1466521  11864837 101.29 38.910  0.998  0.606   17.0
7796 2 10.214 -4.863 19.100 -3.454 15.940154.908 98.590  0.972  0.967 49.943    6540  218264  11733446  98502714 153.23 47.317  0.987  0.606  135.5
7797 2 10.214 -4.863 19.100 -3.454 15.940145.975 98.590  0.972  0.968 49.771    6519  217529  11042757  92446217 144.12 42.049  0.988  0.606  120.6
7798 2 10.214 -4.863 19.100 -2.922 15.940155.269 97.980  0.961  0.959 50.405    6603  411429  11743934 120602225 153.17 40.712  0.984  0.513  217.4
7799 2 10.214 -4.863 19.100 -2.922 15.940150.139 97.900  0.960  0.958 50.332    6582  410081  11378301 116792406 148.52 47.624  0.980  0.513  254.2
7801 3 10.214 -4.863 19.100 -2.922 15.940120.157 99.740  0.985  0.985 40.131     975   47740   1726450  15023551 118.78 35.363  0.998  0.513   27.2
7802 3 10.214 -4.863 19.100 -2.922 15.940 91.280 99.750  0.985  0.984 39.946     971   47528   1308288  11429318  90.21 36.359  0.998  0.513   28.1
7803 3 10.214 -4.863 19.100 -2.389 15.940 85.560 99.610  0.979  0.984 40.438     985   90391   1229374  11855792  84.44 32.968  0.997  0.419   46.3
7804 3 10.214 -4.863 19.100 -2.389 15.940 86.726 99.540  0.977  0.984 39.113     951   87289   1247179  11976245  85.31 26.978  0.997  0.419   37.9
7805 2 10.214 -4.863 19.100 -2.389 15.940101.150 97.890  0.952  0.957 30.375    3927  489445   7728650  95363901 100.24 28.556  0.980  0.419  295.5
7806 2 10.214 -4.863 19.100 -2.389 15.940120.565 98.070  0.952  0.956 30.439    3940  490957   9206309 112698196 119.38 27.632  0.983  0.419  285.9
7807 2 10.214 -4.863 19.100 -2.389 15.940 61.667 98.080  0.951  0.956 30.138    3899  485645   4700141  57458347  60.85 24.505  0.984  0.419  254.0
7808 2 10.214 -4.863 19.100  3.454 15.940 90.018 98.720  0.975  0.974 27.285    3522  222400   6890948  17265413  89.21 25.842  0.988  0.606  121.3
7809 2 10.214 -4.863 19.100  3.454 15.940 79.041 98.890  0.974  0.974 27.249    3524  222499   6048066  15038760  78.29 25.366  0.990  0.606  119.2
7811 3 10.214 -4.863 19.100  3.454 15.940106.841 99.720  0.988  0.987 40.646     984   54064   1535197   2048929 105.85 37.241  0.997  0.606   27.1
7812 3 10.214 -4.863 19.100  2.922 15.940119.174 99.580  0.983  0.984 40.480     984  106143   1712996   3979778 118.02 37.180  0.996  0.513   52.2
7813 2 10.214 -4.863 19.100  2.922 15.940 74.277 98.290  0.963  0.964 25.129    3231  410893   5668508  27346278  73.16 20.433  0.986  0.513  191.7
7814 2 10.214 -4.863 19.100  2.922 15.940 97.888 98.270  0.964  0.964 25.286    3262  414864   7474887  35648609  96.55 21.414  0.985  0.513  200.3
7815 2 10.214 -4.863 19.100  2.389 15.940 51.709 98.140  0.958  0.962 14.798    1909  485023   3991408  28161320  51.13 14.093  0.982  0.419  245.6
7816 2 10.214 -4.863 19.100  2.389 15.940 55.986 98.280  0.958  0.962 14.742    1902  483246   4297934  30537089  54.89 12.080  0.986  0.419  211.5
7817 2 10.214 -4.863 19.100  2.389 15.940 63.591 98.240  0.958  0.962 14.798    1909  484803   4903951  34920901  62.79 13.745  0.984  0.419  240.3
7820 3 10.214 -4.863 19.100  2.389 15.940111.591 99.160  0.977  0.981 40.845     991  206166   1602698   6451526 110.63 39.765  0.992  0.419   99.0
7871 1  6.190 -2.178 27.250  3.479 13.280241.788 98.150  0.974  0.973 69.743   13020  261933   9793413    789405 237.04 67.069  0.982  0.870  134.3
7873 1  6.190 -2.178 27.250  3.479 13.280222.433 98.320  0.974  0.973 69.916   13016  261930   8997329    727256 217.92 65.849  0.984  0.870  132.5
7874 1  6.190 -2.178 27.250  3.479 13.280276.140 98.250  0.975  0.973 70.663   13169  265020  11168565    900150 270.66 69.490  0.983  0.870  139.6
7875 1  6.190 -2.178 27.250  3.479 13.280222.201 98.360  0.974  0.973 68.326   12706  255624   8982685    732945 217.42 56.969  0.986  0.870  115.3
7876 1  6.190 -2.178 27.250  3.479 13.280231.998 98.330  0.973  0.972 68.439   12681  255113   9387826    763223 227.21 60.136  0.985  0.870  122.0
7877 1  6.190 -2.178 27.250  3.479 13.280222.577 98.220  0.974  0.973 67.582   12488  251241   9003957    732974 218.07 59.743  0.984  0.870  121.5
7881 3  6.190 -2.178 27.250  3.479 13.280 55.699 99.770  0.987  0.987 40.505    3070   39914    764090     54346  55.16 38.150  0.998  0.870   19.4
7882 1  6.190 -2.178 27.250  3.479 16.280225.996 98.960  0.982  0.982 68.740   12831  103579   9138558    316256 221.32 60.157  0.991  0.870   45.2
7883 1  6.190 -2.178 27.250  3.479 16.280257.346 98.850  0.983  0.982 69.673   13014  105064  10404792    354815 252.29 66.702  0.989  0.870   50.2
7884 1  6.190 -2.178 27.250  3.479 16.280243.683 99.030  0.982  0.982 69.395   12959  104619   9860414    335568 238.98 66.260  0.991  0.870   49.6
7885 1  6.190 -2.178 27.250  3.479 16.280267.977 98.980  0.983  0.982 69.507   12963  104657  10848865    375347 262.35 53.798  0.992  0.870   40.3
7886 1  6.190 -2.178 27.250  3.479 16.280266.654 99.000  0.982  0.982 68.967   12866  103892  10813676    367821 261.61 65.560  0.990  0.870   49.2
7887 1  6.190 -2.178 27.250  3.479 16.280301.777 98.960  0.982  0.982 69.596   13000  104981  12237495    413209 296.08 67.842  0.990  0.870   51.0
7888 3  6.190 -2.178 27.250  3.479 16.280 71.963 99.800  0.989  0.988 39.819    3021   17567    986073     45809  70.87 30.205  0.998  0.870    6.4
7891 1  6.190 -0.888 36.150  4.973  8.480252.796 96.790  0.964  0.960 68.596  127083  275011   6554609   2140538 247.57 62.516  0.971  0.940  102.4
7892 1  6.190 -0.888 36.150  4.973  8.480233.053 96.750  0.963  0.959 68.275  126053  272742   6052719   1974768 228.35 64.709  0.969  0.940  106.1
7893 1  6.190 -0.888 36.150  4.973  8.480226.997 96.570  0.963  0.959 69.399  128704  279004   5894787   1922985 222.41 68.206  0.966  0.940  111.9
7894 1  6.190 -0.888 36.150  4.973  8.480196.141 96.680  0.964  0.960 67.962  125696  271966   5092485   1663425 191.48 50.054  0.976  0.940   82.5
7895 1  6.190 -0.888 36.150  4.973  8.480214.723 96.570  0.964  0.960 68.457  127045  275129   5575747   1818844 210.14 61.430  0.969  0.940  101.2
7896 1  6.190 -0.888 36.150  4.973  8.480362.974 96.520  0.963  0.960 69.062  127810  277009   9436661   3069451 355.48 64.808  0.967  0.940  106.9
7897 3  6.190 -0.888 36.150  4.973  8.480 41.383 99.410  0.977  0.972 40.363   25558   30553    354525     84497  40.96 38.401  0.994  0.940   13.6
7898 3  6.190 -0.888 36.150  4.973  8.480 87.695 99.470  0.977  0.976 39.730   25080   29957    751042    180908  86.55 33.962  0.995  0.940   12.0
7899 1  6.190 -0.888 36.150  4.973  8.480235.311 96.840  0.963  0.960 69.351  128206  278126   6110710   1996069 230.15 61.084  0.972  0.940  101.1
7900 1  6.190 -0.888 36.150  4.973  8.480260.720 96.640  0.963  0.960 69.248  128157  277988   6775291   2204312 255.38 66.803  0.968  0.940  110.4
7901 1  6.190 -0.888 36.150  4.973  8.480242.945 96.760  0.963  0.959 68.715  127094  275429   6330172   2042987 238.18 62.728  0.970  0.940  103.8
7902 1  6.190 -0.888 36.150  4.973  8.480240.154 96.560  0.963  0.959 69.824  128847  279702   6260456   2015158 235.61 67.386  0.967  0.940  111.4
7903 1  6.190 -0.888 36.150  4.973  8.480239.207 96.600  0.962  0.959 69.472  128832  279448   6236698   2012045 234.69 66.784  0.967  0.940  110.7
7904 1  6.190 -0.888 36.150  4.973  8.480253.506 96.630  0.963  0.959 69.465  128545  278840   6613034   2132879 248.72 66.107  0.968  0.940  109.8
7905 1  6.190 -0.888 36.150  4.973  8.480182.194 96.570  0.964  0.960 67.748  125282  271115   4750151   1534479 178.04 47.117  0.976  0.940   78.4
7906 1  6.190 -0.888 36.150  4.973  8.480238.558 96.640  0.963  0.959 69.307  128212  277907   6224914   2005121 234.02 64.004  0.969  0.940  106.4
7907 1  6.190 -0.888 36.150  4.973  8.480219.890 96.520  0.963  0.959 69.067  127455  276207   5740836   1847796 215.61 60.518  0.970  0.940  100.7
7908 1  6.190 -0.888 36.150  4.973  8.480141.501 96.900  0.961  0.959 69.946  129352  280719   3697320   1188646 138.73 61.110  0.973  0.940  101.7
7909 1  6.190 -0.888 36.150  4.973  6.200131.364 95.590  0.956  0.952 39.902   74575  421653   3481987   2443950 130.32 35.158  0.961  0.940  131.8
7910 1  6.190 -0.888 36.150  4.973  6.200 55.145 95.750  0.957  0.953 39.501   73654  415811   1465339   1024944  54.88 36.669  0.961  0.940  137.2
7911 1  6.190 -0.888 36.150  4.973  6.200 78.131 95.980  0.956  0.951 38.782   72489  408661   2064262   1461884  76.95 26.528  0.972  0.940   99.8
7912 1  6.190 -0.888 36.150  4.973  6.200 30.171 95.870  0.955  0.951 39.121   73555  415361    792402    569599  29.08 15.384  0.984  0.940   58.5
7913 1  6.190 -0.888 36.150  4.973  6.200 77.354 95.520  0.956  0.951 40.136   75131  425383   2031166   1462172  75.83 26.921  0.970  0.940  101.8
7914 1  6.190 -0.888 36.150  4.973  6.200118.359 95.750  0.956  0.952 39.085   73158  412654   3128203   2208864 117.17 32.742  0.964  0.940  123.0
